# z        k [h/Mpc]   P(k) [(Mpc/h)^3]    Delta^2(k)   
2.500       56.297340     0.010341793       93.482378
2.500       57.302650    0.0098779455       94.158819
2.500       58.307960    0.0092643481       93.039776
2.500       59.313269    0.0087845171       92.863220
2.500       60.318579    0.0082903250       92.171174
2.500       61.323889    0.0079167578       92.492533
2.500       62.329198    0.0076572997       93.933504
2.500       63.334508    0.0073616011       94.746623
2.500       64.339818    0.0069149301       93.303412
2.500       66.350437    0.0063029984       93.271468
2.500       68.361056    0.0058975928       95.448990
2.500       70.371675    0.0050594097       89.323098
2.500       72.382295    0.0048168567       92.540326
2.500       74.392914    0.0044840554       93.526771
2.500       76.403533    0.0040379360       91.236796
2.500       78.414153    0.0037002131       90.381670
2.500       80.424772    0.0035377305       93.231898
2.500       82.435391    0.0032250954       91.527992
2.500       84.446011    0.0028237433       86.145558
2.500       86.456630    0.0027407358       89.728898
2.500       88.467249    0.0024681741       86.575224
2.500       90.477868    0.0023994090       90.032981
2.500       92.488488    0.0020855939       83.591676
2.500       94.499107    0.0019662900       84.062236
2.500       96.509726    0.0018806800       85.644290
2.500       98.520346    0.0016599847       80.417786
2.500       100.53096    0.0016044717       82.585134
2.500       102.54158    0.0015818574       86.404758
2.500       104.55220    0.0013495377       78.136664
2.500       106.56282    0.0013485090       82.668727
2.500       108.57344    0.0011850109       76.835765
2.500       110.58406    0.0011656510       79.857630
2.500       112.59468    0.0010834072       78.345776
2.500       114.60530    0.0011544970       88.039417
2.500       116.61592   0.00086908300       69.824049
2.500       118.62654   0.00093474532       79.051321
2.500       120.63716   0.00078645439       69.949899
2.500       122.64778   0.00081023030       75.728226
2.500       124.65840   0.00080470009       78.971233
2.500       126.66902   0.00071326631       73.440083
2.500       128.67964   0.00059101794       63.797019
2.500       132.70087   0.00084248728       99.736691
2.500       136.72211   0.00029673156       38.419373
2.500       140.74335   0.00051376417       72.563418
2.500       144.76459   0.00042702191       65.630762
2.500       148.78583   0.00046648646       77.838418
2.500       152.80707   0.00036427486       65.846056
2.500       156.82831   0.00035817831       69.991111
2.500       160.84954   4.2251375e-05       8.9078030
2.500       164.87078   0.00028686037       65.128626
2.500       168.89202   0.00025783946       62.928452
2.500       172.91326   0.00027494012       72.010075
2.500       176.93450   0.00024515407       68.793424
2.500       180.95574   0.00018647430       55.976574
2.500       184.97698   0.00017557002       56.295495
2.500       188.99821   0.00010278114       35.152548
2.500       193.01945   8.2274587e-05       29.973621
2.500       197.04069   0.00021322734       82.638211
2.500       201.06193   4.7823828e-05       19.692649
2.500       205.08317   0.00010350765       45.230642
2.500       209.10441   0.00017619572       81.612218
2.500       213.12565   0.00019434181       95.311135
2.500       217.14688   8.9684574e-05       46.520975
2.500       221.16812   3.0124738e-06       1.6510535
2.500       225.18936   0.00012696680       73.452070
2.500       229.21060   7.7820494e-05       47.475367
2.500       233.23184   8.5480687e-05       54.941659
2.500       237.25308   6.5737884e-06       4.4475572
2.500       241.27432   7.1884497e-05       51.149192
2.500       245.29555   9.1367198e-05       68.317127
2.500       249.31679   5.5926938e-05       43.908227
2.500       253.33803   0.00010161796       83.703166
2.500       257.35927   2.9302586e-05       25.304377
2.500       265.40175   3.4101361e-05       32.296340
2.500       273.44422   7.9129890e-05       81.962856
2.500       281.48670   0.00017577410       198.60893
2.500       289.52918  -3.5651343e-05      -43.835218
2.500       297.57166   0.00017131460       228.68587
2.500       305.61413  -1.2069387e-05      -17.453228
2.500       313.65661  -6.6919587e-05      -104.61329
2.500       321.69909   1.9827430e-05       33.441532
2.500       329.74156  -7.4881801e-05      -136.00899
2.500       337.78404  -7.9502639e-06      -15.522769
2.500       345.82652   5.2882385e-05       110.80419
2.500       353.86900  -1.3575997e-05      -30.476813
2.500       361.91147   3.4863464e-05       83.723592
2.500       369.95395   6.0615426e-05       155.48784
2.500       377.99643  -8.0548151e-05      -220.38850
2.500       386.03891   4.0576344e-05       118.25960
2.500       394.08138  -0.00011934192      -370.01644
2.500       402.12386   0.00013506645       444.93571
2.500       410.16634  -6.7115100e-05      -234.62298
2.500       418.20881   2.2361900e-05       82.862592
2.500       426.25129  -5.5496156e-05      -217.73602
2.500       434.29377  -5.6426690e-05      -234.15618
2.500       442.33625   1.7528341e-05       76.854385
2.500       450.37872  -5.2459092e-05      -242.78655
2.500       458.42120   2.7832480e-05       135.83642
2.500       466.46368   0.00010406016       535.06708
2.500       474.50615  -4.9690965e-06      -26.895105
2.500       482.54863  -1.8167801e-05      -103.41794
2.500       490.59111  -8.9223048e-05      -533.71122
2.500       498.63359  -0.00011043240      -693.60362
2.500       506.67606   1.6996876e-05       112.00323
2.500       514.71854   2.3819418e-05       164.55491
2.750     0.062831853       355.49683    0.0044673049
2.750      0.12566371       569.88885     0.057291476
2.750      0.18849556       220.00307     0.074645282
2.750      0.25132741       151.68403      0.12199154
2.750      0.31415927       98.170380      0.15420567
2.750      0.37699112       72.455350      0.19666817
2.750      0.43982297       53.400781      0.23017152
2.750      0.50265482       42.069229      0.27067265
2.750      0.56548668       32.562146      0.29829805
2.750      0.62831853       28.714576      0.36083801
2.750      0.69115038       24.839532      0.41546203
2.750      0.75398224       19.989753      0.43407126
2.750      0.81681409       18.178063      0.50186571
2.750      0.87964594       16.145662      0.55673665
2.750      0.94247780       14.256816      0.60465296
2.750       1.0053096       12.914389      0.66472754
2.750       1.0681415       11.454209      0.70716660
2.750       1.1309734       10.488906      0.76870121
2.750       1.1938052       9.8053647      0.84515121
2.750       1.2566371       8.9016443      0.89489089
2.750       1.3194689       8.3020036      0.96616358
2.750       1.3823008       7.7147751       1.0322887
2.750       1.4451326       7.0552275       1.0787092
2.750       1.5079645       6.6573002       1.1564896
2.750       1.5707963       6.2638075       1.2298957
2.750       1.6336282       5.8404784       1.2899662
2.750       1.6964600       5.5728114       1.3784007
2.750       1.7592919       5.3836979       1.4851306
2.750       1.8221237       4.9214215       1.5083232
2.750       1.8849556       4.7755008       1.6202893
2.750       1.9477874       4.5070430       1.6872780
2.750       2.0106193       4.3540450       1.7928861
2.750       2.0734512       4.1106134       1.8563434
2.750       2.1362830       3.9840157       1.9677398
2.750       2.1991149       3.7303922       2.0098724
2.750       2.2619467       3.5626570       2.0887737
2.750       2.3247786       3.5782510       2.2776440
2.750       2.3876104       3.3783726       2.3295294
2.750       2.4504423       3.3410373       2.4904912
2.750       2.5132741       3.1502322       2.5335671
2.750       2.5761060       3.0728056       2.6613165
2.750       2.6389378       2.9277852       2.7258185
2.750       2.7017697       2.8839025       2.8813486
2.750       2.7646015       2.8441367       3.0445167
2.750       2.8274334       2.7245848       3.1199507
2.750       2.8902652       2.6420377       3.2316355
2.750       2.9530971       2.5319738       3.3034112
2.750       3.0159289       2.4670256       3.4285243
2.750       3.0787608       2.3979491       3.5451781
2.750       3.1415927       2.3502011       3.6916873
2.750       3.2044245       2.2694434       3.7830297
2.750       3.2672564       2.2543894       3.9833533
2.750       3.3300882       2.1531174       4.0281459
2.750       3.3929201       2.0989842       4.1533671
2.750       3.4557519       2.0330555       4.2505700
2.750       3.5185838       2.0012496       4.4164692
2.750       3.5814156       1.9361012       4.5057023
2.750       3.6442475       1.9156565       4.6969019
2.750       3.7070793       1.8822579       4.8578603
2.750       3.7699112       1.7986745       4.8822071
2.750       3.8327430       1.7869634       5.0970047
2.750       3.8955749       1.7373356       5.2031776
2.750       3.9584067       1.6996953       5.3407541
2.750       4.0212386       1.6929995       5.5770767
2.750       4.1469023       1.6051621       5.7990994
2.750       4.2725660       1.5329056       6.0569223
